"Localidades";"Períodos";"Consumo de Energia Elétrica - Total (Em MWh)";"Consumo de Energia Elétrica -  Comércio e Serviços (Em MWh)";"Consumo de Energia Elétrica - Industrial (Em MWh)";"Consumo de Energia Elétrica - Residencial (Em MWh)";"Consumo de Energia Elétrica - Rural (Em MWh)";"Consumo de Energia Elétrica - Iluminação e Serviços Públicos e Outros (Em MWh)";"Cód. IBGE"
"Nova Granada";"2016";"37343";"4316";"1501";"13611";"13891";"4024";3533007
"Nova Granada";"2017";"38284";"4254";"1670";"14101";"14195";"4066";3533007
"Nova Granada";"2018";"39787";"4246";"1636";"14623";"15187";"4094";3533007
"Nova Granada";"2019";"39507";"4326";"1426";"15189";"14388";"4178";3533007
"Nova Guataporanga";"2015";"2672";"366";"1";"1352";"405";"550";3533106
"Nova Guataporanga";"2016";"2543";"334";"-";"1319";"368";"523";3533106
"Nova Guataporanga";"2017";"2761";"360";"-";"1435";"394";"571";3533106
"Nova Guataporanga";"2018";"2988";"382";"-";"1560";"454";"591";3533106
"Nova Guataporanga";"2019";"3098";"390";"-";"1654";"461";"593";3533106
"Nova Independência";"2015";"4998";"725";"235";"2284";"806";"949";3533205
"Nova Independência";"2016";"5136";"928";"43";"2383";"820";"964";3533205
"Nova Independência";"2017";"5256";"600";"50";"2724";"858";"1024";3533205
"Nova Independência";"2018";"5956";"817";"146";"2952";"941";"1100";3533205
"Nova Independência";"2019";"6929";"808";"92";"3118";"946";"1965";3533205
"Nova Luzitânia";"2015";"4117";"512";"50";"2211";"683";"661";3533304
"Nova Luzitânia";"2016";"4112";"481";"47";"2174";"764";"647";3533304
"Nova Luzitânia";"2017";"4390";"541";"44";"2297";"775";"733";3533304
"Nova Luzitânia";"2018";"4543";"562";"34";"2351";"850";"746";3533304
"Nova Luzitânia";"2019";"4743";"582";"84";"2370";"848";"858";3533304
"Nova Odessa";"2015";"349038";"29516";"252193";"51358";"1339";"14632";3533403
"Nova Odessa";"2016";"349987";"29258";"252096";"52150";"1146";"15336";3533403
"Nova Odessa";"2017";"368709";"30231";"267723";"54009";"1085";"15662";3533403
"Nova Odessa";"2018";"384496";"31728";"280500";"55476";"1135";"15657";3533403
"Nova Odessa";"2019";"393826";"34448";"284367";"57752";"1194";"16065";3533403
"Novais";"2015";"4735";"690";"100";"2606";"539";"800";3533254
"Novais";"2016";"4669";"700";"63";"2607";"514";"784";3533254
"Novais";"2017";"4888";"721";"47";"2741";"534";"845";3533254
"Novais";"2018";"5021";"676";"94";"2855";"515";"881";3533254
"Novais";"2019";"6365";"1744";"56";"3063";"525";"977";3533254
"Novo Horizonte";"2015";"68089";"14196";"9562";"33097";"2418";"8816";3533502
"Novo Horizonte";"2016";"69034";"14903";"8699";"33542";"2817";"9073";3533502
"Novo Horizonte";"2017";"71084";"14691";"9575";"34668";"2840";"9310";3533502
"Novo Horizonte";"2018";"71631";"15250";"8549";"35690";"3253";"8889";3533502
"Novo Horizonte";"2019";"84517";"26934";"8292";"37720";"2652";"8918";3533502
"Nuporanga";"2015";"50310";"4361";"33791";"5550";"4243";"2365";3533601
"Nuporanga";"2016";"48860";"4385";"32553";"5539";"4011";"2372";3533601
"Nuporanga";"2017";"50177";"4118";"33234";"5961";"4219";"2645";3533601
"Nuporanga";"2018";"50196";"4338";"33083";"6156";"3994";"2624";3533601
"Nuporanga";"2019";"50277";"4558";"32384";"6412";"4199";"2724";3533601
"Ocauçu";"2015";"7152";"690";"152";"2678";"2554";"1079";3533700
"Ocauçu";"2016";"7406";"673";"228";"2689";"2714";"1102";3533700
"Ocauçu";"2017";"7738";"808";"215";"2795";"2822";"1099";3533700
"Ocauçu";"2018";"7347";"850";"166";"2858";"2450";"1023";3533700
"Ocauçu";"2019";"7712";"904";"200";"2968";"2634";"1006";3533700
"Óleo";"2015";"3153";"242";"56";"1392";"711";"752";3533809
"Óleo";"2016";"4075";"227";"51";"1434";"1587";"776";3533809
"Óleo";"2017";"5428";"218";"48";"1463";"2906";"793";3533809
"Óleo";"2018";"5620";"225";"46";"1485";"3053";"810";3533809
"Óleo";"2019";"5744";"221";"44";"1502";"3108";"868";3533809
"Olímpia";"2015";"143818";"40951";"31390";"49086";"8214";"14177";3533908
"Olímpia";"2016";"140954";"41543";"27616";"48132";"8976";"14687";3533908
"Olímpia";"2017";"153805";"46667";"31358";"50427";"9239";"16114";3533908
"Olímpia";"2018";"165620";"51978";"32530";"53583";"10544";"16986";3533908
"Olímpia";"2019";"179049";"57953";"35192";"57815";"9722";"18368";3533908
"Onda Verde";"2015";"9967";"4122";"868";"3190";"695";"1092";3534005
"Onda Verde";"2016";"9800";"3823";"964";"3080";"834";"1099";3534005
"Onda Verde";"2017";"10369";"4076";"1024";"3415";"740";"1115";3534005
"Onda Verde";"2018";"11031";"4042";"986";"3588";"1232";"1182";3534005
"Onda Verde";"2019";"12165";"4246";"945";"3783";"2009";"1181";3534005
"Oriente";"2015";"9172";"1263";"918";"4599";"896";"1497";3534104
"Oriente";"2016";"9386";"1325";"1043";"4616";"879";"1522";3534104
"Oriente";"2017";"9202";"1297";"908";"4677";"801";"1519";3534104
"Oriente";"2018";"9266";"1282";"1047";"4730";"703";"1505";3534104
"Oriente";"2019";"9629";"1315";"1209";"4931";"688";"1486";3534104
"Orindiúva";"2015";"11064";"2731";"946";"4286";"1456";"1645";3534203
"Orindiúva";"2016";"20904";"13246";"174";"4150";"1568";"1766";3534203
"Orindiúva";"2017";"15617";"7070";"169";"4633";"1786";"1959";3534203
"Orindiúva";"2018";"15274";"6047";"203";"4841";"2200";"1983";3534203
"Orindiúva";"2019";"14678";"5082";"255";"5111";"2203";"2028";3534203
"Orlândia";"2015";"176414";"18816";"102108";"35172";"4050";"16266";3534302
"Orlândia";"2016";"172563";"17984";"99467";"34518";"3763";"16832";3534302
"Orlândia";"2017";"176749";"18109";"102587";"35153";"3989";"16910";3534302
"Orlândia";"2018";"186127";"17793";"111120";"35523";"3863";"17828";3534302
"Orlândia";"2019";"187512";"18592";"109957";"36967";"4283";"17712";3534302
"Osasco";"2015";"1493998";"533773";"259083";"609166";"-";"91975";3534401
"Osasco";"2016";"1429658";"515131";"216431";"613158";"-";"84937";3534401
"Osasco";"2017";"1446265";"533330";"212224";"619326";"-";"81385";3534401
"Osasco";"2018";"1467911";"538446";"221524";"624679";"3";"83259";3534401
"Osasco";"2019";"1508952";"576245";"218322";"635767";"-";"78618";3534401
"Oscar Bressane";"2015";"4517";"512";"754";"1570";"926";"756";3534500
"Oscar Bressane";"2016";"4488";"621";"673";"1601";"831";"761";3534500
"Oscar Bressane";"2017";"4552";"578";"686";"1647";"862";"779";3534500
"Oscar Bressane";"2018";"4698";"571";"756";"1693";"859";"819";3534500
"Oscar Bressane";"2019";"4725";"575";"725";"1781";"896";"749";3534500
"Osvaldo Cruz";"2015";"58158";"12306";"5094";"24065";"6977";"9716";3534609
"Osvaldo Cruz";"2016";"58331";"11549";"5637";"24324";"6639";"10183";3534609
"Osvaldo Cruz";"2017";"58807";"11792";"5526";"24833";"6539";"10118";3534609
"Osvaldo Cruz";"2018";"59815";"11592";"5663";"25545";"6687";"10330";3534609
"Osvaldo Cruz";"2019";"62286";"12264";"5581";"27033";"6500";"10908";3534609
"Ourinhos";"2015";"206443";"47929";"32868";"88704";"2956";"33987";3534708
"Ourinhos";"2016";"203056";"44859";"33132";"88376";"2788";"33902";3534708
"Ourinhos";"2017";"206323";"45769";"34244";"89016";"2806";"34486";3534708
"Ourinhos";"2018";"211154";"45367";"36083";"90064";"2645";"36995";3534708
"Ourinhos";"2019";"220638";"49160";"34678";"95527";"2596";"38676";3534708
"Ouro Verde";"2015";"9253";"1317";"189";"4977";"1035";"1736";3534807
"Ouro Verde";"2016";"9024";"1253";"178";"4932";"960";"1701";3534807
"Ouro Verde";"2017";"9935";"1351";"390";"5352";"1027";"1815";3534807
"Ouro Verde";"2018";"10095";"1360";"383";"5511";"1049";"1793";3534807
"Ouro Verde";"2019";"10575";"1483";"195";"5896";"1097";"1904";3534807
"Ouroeste";"2015";"17281";"3378";"1921";"7695";"2298";"1989";3534757
"Ouroeste";"2016";"17074";"3335";"1658";"7483";"2657";"1942";3534757
"Ouroeste";"2017";"18672";"3264";"2201";"8089";"3009";"2109";3534757
"Ouroeste";"2018";"19200";"3652";"1959";"8476";"2973";"2140";3534757
"Ouroeste";"2019";"21201";"4044";"1940";"9010";"3845";"2361";3534757
"Pacaembu";"2015";"17036";"2808";"297";"7364";"1930";"4637";3534906
"Pacaembu";"2016";"16981";"2649";"271";"7425";"1949";"4688";3534906
"Pacaembu";"2017";"18083";"2740";"270";"7879";"2189";"5006";3534906
"Pacaembu";"2018";"18349";"2880";"215";"7977";"2250";"5026";3534906
"Pacaembu";"2019";"20280";"2957";"152";"8441";"2508";"6222";3534906
"Palestina";"2015";"19310";"2300";"1710";"8105";"5062";"2134";3535002
"Palestina";"2016";"19182";"1861";"1713";"7838";"5578";"2192";3535002
"Palestina";"2017";"19681";"1720";"1737";"8269";"5701";"2255";3535002
"Palestina";"2018";"20579";"1629";"1977";"8666";"5988";"2320";3535002
"Palestina";"2019";"22409";"1690";"1736";"9070";"7496";"2417";3535002
"Palmares Paulista";"2015";"10312";"1794";"113";"6788";"221";"1396";3535101
"Palmares Paulista";"2016";"10395";"1733";"108";"6904";"231";"1418";3535101
"Palmares Paulista";"2017";"10787";"1637";"114";"7307";"246";"1484";3535101
"Palmares Paulista";"2018";"10862";"1655";"116";"7389";"238";"1464";3535101
"Palmares Paulista";"2019";"11125";"1585";"126";"7621";"270";"1523";3535101
"Palmeira d'Oeste";"2015";"15157";"2981";"143";"6139";"3980";"1914";3535200
"Palmeira d'Oeste";"2016";"15412";"2837";"136";"6221";"4285";"1933";3535200
"Palmeira d'Oeste";"2017";"16447";"2963";"162";"6707";"4651";"1963";3535200
"Palmeira d'Oeste";"2018";"17070";"2955";"194";"6855";"5079";"1986";3535200
"Palmeira d'Oeste";"2019";"18122";"3076";"246";"7326";"5338";"2136";3535200
"Palmital";"2015";"86948";"7928";"48801";"16297";"7640";"6282";3535309
"Palmital";"2016";"88921";"8032";"49987";"16889";"8046";"5966";3535309
"Palmital";"2017";"86748";"8160";"47837";"17079";"7735";"5935";3535309
"Palmital";"2018";"84716";"8083";"44107";"17350";"8893";"6284";3535309
"Palmital";"2019";"88848";"8558";"45996";"18140";"9771";"6383";3535309
"Panorama";"2015";"44045";"5146";"21678";"11679";"1095";"4448";3535408
"Panorama";"2016";"39827";"5121";"18066";"11159";"1055";"4427";3535408
"Panorama";"2017";"42212";"5037";"19234";"12010";"1183";"4749";3535408
"Panorama";"2018";"42149";"5007";"18602";"12434";"1178";"4928";3535408
"Panorama";"2019";"43378";"5596";"17793";"13415";"1311";"5263";3535408
"Paraguaçu Paulista";"2015";"72467";"11762";"14344";"30037";"5533";"10791";3535507
"Paraguaçu Paulista";"2016";"70020";"11889";"12298";"30365";"5249";"10219";3535507
"Paraguaçu Paulista";"2017";"69943";"11814";"11111";"31155";"5758";"10105";3535507
"Paraguaçu Paulista";"2018";"79229";"11888";"19144";"31776";"6282";"10139";3535507
"Paraguaçu Paulista";"2019";"81130";"12748";"18903";"33246";"6361";"9872";3535507
"Paraibuna";"2015";"26075";"2653";"115";"5839";"15216";"2254";3535606
"Paraibuna";"2016";"25363";"2454";"120";"5756";"14760";"2272";3535606
"Paraibuna";"2017";"26186";"2539";"113";"6152";"14982";"2400";3535606
"Paraibuna";"2018";"26045";"2465";"120";"6328";"14933";"2198";3535606
"Paraibuna";"2019";"25724";"2457";"118";"6354";"14573";"2222";3535606
"Paraíso";"2015";"12299";"1480";"2850";"4785";"1717";"1467";3535705
"Paraíso";"2016";"12244";"1090";"3190";"4765";"1683";"1517";3535705
"Paraíso";"2017";"12524";"1094";"3234";"4905";"1783";"1508";3535705
"Paraíso";"2018";"12997";"1114";"3248";"5113";"2003";"1519";3535705
"Paraíso";"2019";"13363";"1128";"3131";"5437";"2076";"1592";3535705
"Paranapanema";"2015";"42643";"1544";"133";"5457";"33203";"2306";3535804
"Paranapanema";"2016";"44778";"1501";"133";"5511";"35358";"2275";3535804
"Paranapanema";"2017";"42840";"1517";"130";"5741";"33109";"2344";3535804
"Paranapanema";"2018";"45578";"1761";"125";"5896";"35474";"2321";3535804
"Paranapanema";"2019";"42172";"1856";"134";"6123";"31644";"2415";3535804
"Paranapuã";"2015";"7659";"803";"66";"2657";"3280";"853";3535903
"Paranapuã";"2016";"8560";"758";"51";"2669";"4225";"857";3535903
"Paranapuã";"2017";"8510";"843";"56";"2916";"3740";"955";3535903
"Paranapuã";"2018";"9776";"903";"53";"3069";"4788";"962";3535903
"Paranapuã";"2019";"10621";"927";"59";"3231";"5391";"1014";3535903
"Parapuã";"2015";"15250";"3239";"1643";"6969";"659";"2741";3536000
"Parapuã";"2016";"15124";"3167";"1598";"7042";"645";"2672";3536000
"Parapuã";"2017";"15324";"3205";"1564";"7174";"633";"2747";3536000
"Parapuã";"2018";"15571";"3210";"1500";"7380";"705";"2775";3536000
"Parapuã";"2019";"16343";"3180";"1498";"7686";"1085";"2895";3536000
"Pardinho";"2015";"20471";"5876";"4920";"5056";"2245";"2374";3536109
"Pardinho";"2016";"20559";"5780";"4705";"5323";"2507";"2243";3536109
"Pardinho";"2017";"21415";"5735";"4959";"5738";"2637";"2346";3536109
"Pardinho";"2018";"21768";"5838";"4777";"5991";"2710";"2453";3536109
"Pardinho";"2019";"23172";"6318";"4736";"6412";"3265";"2441";3536109
"Pariquera-Açu";"2015";"26367";"7090";"1207";"11285";"2434";"4352";3536208
"Pariquera-Açu";"2016";"26629";"7277";"1002";"11451";"2390";"4509";3536208
"Pariquera-Açu";"2017";"27122";"6936";"1046";"12132";"2477";"4530";3536208
"Pariquera-Açu";"2018";"27747";"7053";"1268";"12453";"2473";"4500";3536208
"Pariquera-Açu";"2019";"28852";"7573";"1185";"12937";"2546";"4610";3536208
"Parisi";"2015";"4219";"294";"419";"1458";"1496";"552";3536257
"Parisi";"2016";"4379";"313";"480";"1527";"1514";"545";3536257
"Parisi";"2017";"4683";"314";"480";"1726";"1571";"592";3536257
"Parisi";"2018";"5358";"352";"432";"1851";"1994";"730";3536257
"Parisi";"2019";"5789";"554";"462";"2025";"2006";"742";3536257
"Patrocínio Paulista";"2015";"48395";"3060";"27628";"9512";"5113";"3083";3536307
"Patrocínio Paulista";"2016";"49292";"3071";"28678";"9575";"4894";"3073";3536307
"Patrocínio Paulista";"2017";"51988";"3125";"30278";"10059";"5295";"3231";3536307
"Patrocínio Paulista";"2018";"53733";"3104";"31796";"10235";"5445";"3154";3536307
"Patrocínio Paulista";"2019";"55745";"3889";"32565";"10521";"5583";"3187";3536307
"Paulicéia";"2015";"18826";"2699";"5829";"6830";"1128";"2340";3536406
"Paulicéia";"2016";"18355";"3137";"5286";"6618";"986";"2328";3536406
"Paulicéia";"2017";"18967";"3263";"4648";"7457";"1041";"2559";3536406
"Paulicéia";"2018";"19020";"3178";"4407";"7768";"1056";"2611";3536406
"Paulicéia";"2019";"20199";"3575";"4351";"8603";"1030";"2639";3536406
"Paulínia";"2015";"1030386";"71296";"785912";"98571";"3137";"71470";3536505
"Paulínia";"2016";"1050364";"67909";"807922";"99971";"3194";"71369";3536505
"Paulínia";"2017";"1106748";"67478";"860852";"104379";"3371";"70668";3536505
"Paulínia";"2018";"1164662";"71484";"911126";"107418";"3103";"71531";3536505
"Paulínia";"2019";"1227363";"82689";"957964";"114150";"3311";"69249";3536505
"Paulistânia";"2015";"3219";"229";"15";"969";"1442";"565";3536570
"Paulistânia";"2016";"3872";"204";"15";"975";"2113";"565";3536570
"Paulistânia";"2017";"3463";"183";"17";"1069";"1588";"607";3536570
"Paulistânia";"2018";"4263";"180";"170";"1117";"2208";"587";3536570
"Paulistânia";"2019";"3657";"186";"100";"1188";"1561";"620";3536570
"Paulo de Faria";"2015";"13577";"1886";"202";"5438";"4182";"1869";3536604
"Paulo de Faria";"2016";"13889";"1817";"153";"5270";"4821";"1828";3536604
"Paulo de Faria";"2017";"14029";"1891";"163";"5683";"4331";"1961";3536604
"Paulo de Faria";"2018";"13681";"1941";"158";"5825";"3829";"1929";3536604
"Paulo de Faria";"2019";"15233";"2098";"187";"6045";"4444";"2460";3536604
"Pederneiras";"2015";"222134";"16032";"153982";"34894";"3911";"13314";3536703
"Pederneiras";"2016";"216723";"15465";"149697";"34586";"3772";"13204";3536703
"Pederneiras";"2017";"217000";"15327";"149568";"34735";"3796";"13574";3536703
"Pederneiras";"2018";"186545";"14923";"118543";"35627";"4076";"13377";3536703
"Pederneiras";"2019";"155741";"15481";"84367";"37633";"4509";"13750";3536703
"Pedra Bela";"2015";"8650";"1179";"548";"2193";"3991";"739";3536802
"Pedra Bela";"2016";"9138";"1137";"502";"2257";"4311";"931";3536802
"Pedra Bela";"2017";"9538";"1159";"559";"2340";"4391";"1089";3536802
"Pedra Bela";"2018";"9767";"1111";"604";"2519";"4466";"1067";3536802
"Pedra Bela";"2019";"10516";"1115";"802";"2708";"4809";"1082";3536802
"Pedranópolis";"2015";"5017";"366";"45";"1417";"2540";"648";3536901
"Pedranópolis";"2016";"5428";"431";"23";"1374";"3014";"586";3536901
"Pedranópolis";"2017";"5515";"414";"15";"1462";"3020";"604";3536901
"Pedranópolis";"2018";"6207";"529";"15";"1561";"3473";"630";3536901
"Pedranópolis";"2019";"6790";"482";"54";"1673";"3932";"648";3536901
"Pedregulho";"2015";"24878";"3138";"616";"9851";"8053";"3220";3537008
"Pedregulho";"2016";"25177";"2997";"563";"9795";"8463";"3359";3537008
"Pedregulho";"2017";"25177";"2865";"545";"10035";"8433";"3300";3537008
"Pedregulho";"2018";"25445";"2770";"496";"10200";"8666";"3313";3537008
"Pedregulho";"2019";"25660";"2767";"514";"10331";"8728";"3319";3537008
"Pedreira";"2015";"198848";"19275";"129651";"37262";"1939";"10722";3537107
"Pedreira";"2016";"185768";"17773";"117490";"37556";"2040";"10909";3537107
"Pedreira";"2017";"197199";"17449";"128476";"38351";"2067";"10856";3537107
"Pedreira";"2018";"197010";"17481";"127266";"39489";"2212";"10562";3537107
"Pedreira";"2019";"202084";"19273";"127962";"41343";"2229";"11277";3537107
"Pedrinhas Paulista";"2015";"7799";"2761";"218";"2327";"1352";"1141";3537156
"Pedrinhas Paulista";"2016";"7523";"2463";"155";"2413";"1320";"1172";3537156
"Pedrinhas Paulista";"2017";"7882";"2821";"116";"2465";"1270";"1210";3537156
"Pedrinhas Paulista";"2018";"8192";"2956";"146";"2541";"1297";"1252";3537156
"Pedrinhas Paulista";"2019";"8507";"2794";"136";"2758";"1476";"1343";3537156
"Pedro de Toledo";"2015";"14492";"1771";"363";"6259";"4309";"1790";3537206
"Pedro de Toledo";"2016";"14757";"1814";"332";"6362";"4403";"1847";3537206
"Pedro de Toledo";"2017";"15613";"1963";"339";"6800";"4618";"1893";3537206
"Pedro de Toledo";"2018";"15607";"2013";"332";"6796";"4653";"1813";3537206
"Pedro de Toledo";"2019";"15966";"2237";"125";"6993";"4746";"1865";3537206
"Penápolis";"2015";"127986";"24524";"27076";"57058";"4784";"14544";3537305
"Penápolis";"2016";"129945";"22577";"30648";"57322";"4631";"14766";3537305
"Penápolis";"2017";"134476";"24078";"31240";"59275";"4752";"15131";3537305
"Penápolis";"2018";"136863";"24247";"31462";"60880";"5181";"15093";3537305
"Penápolis";"2019";"143672";"25938";"31069";"65077";"6108";"15481";3537305
"Pereira Barreto";"2015";"48638";"9584";"2237";"19857";"10592";"6368";3537404
"Pereira Barreto";"2016";"48428";"9408";"1836";"19699";"11035";"6451";3537404
"Pereira Barreto";"2017";"50059";"9317";"2136";"21024";"10828";"6754";3537404
"Pereira Barreto";"2018";"50711";"10122";"2246";"21676";"9987";"6680";3537404
"Pereira Barreto";"2019";"52820";"10346";"2276";"22896";"10317";"6985";3537404
"Pereiras";"2015";"34123";"1239";"2730";"4616";"23896";"1643";3537503
"Pereiras";"2016";"28303";"1259";"2910";"4490";"18087";"1557";3537503
"Pereiras";"2017";"29190";"1308";"2306";"4896";"18999";"1682";3537503
"Pereiras";"2018";"27004";"1337";"1861";"4955";"17221";"1631";3537503
"Pereiras";"2019";"28292";"1454";"2859";"5224";"17058";"1696";3537503
"Peruíbe";"2015";"130936";"34203";"1068";"73662";"3357";"18646";3537602
"Peruíbe";"2016";"130184";"31344";"998";"72164";"3231";"22447";3537602
"Peruíbe";"2017";"140128";"32992";"975";"79289";"3222";"23650";3537602
"Peruíbe";"2018";"139504";"32652";"905";"79717";"3326";"22904";3537602
"Peruíbe";"2019";"142314";"33354";"1095";"81228";"3375";"23263";3537602
"Piacatu";"2015";"7816";"904";"277";"3987";"944";"1704";3537701
"Piacatu";"2016";"7757";"841";"237";"4056";"942";"1681";3537701
"Piacatu";"2017";"8041";"857";"257";"4199";"984";"1745";3537701
"Piacatu";"2018";"8423";"963";"239";"4409";"989";"1823";3537701
"Piacatu";"2019";"8839";"1053";"236";"4592";"1054";"1904";3537701
"Piedade";"2015";"86323";"14390";"6041";"26307";"32135";"7451";3537800
"Piedade";"2016";"87066";"14125";"6105";"26311";"33449";"7076";3537800
"Piedade";"2017";"91620";"14199";"6423";"28287";"34806";"7904";3537800
"Piedade";"2018";"90449";"14020";"6137";"28963";"33922";"7408";3537800
"Piedade";"2019";"94008";"13910";"6036";"29540";"36787";"7735";3537800
"Pilar do Sul";"2015";"36775";"8136";"1633";"15380";"8040";"3586";3537909
"Pilar do Sul";"2016";"36816";"7762";"1671";"15564";"8208";"3611";3537909
"Pilar do Sul";"2017";"39494";"8268";"1849";"16813";"8789";"3774";3537909
